2024-07-15 18:08:01.525254 | epoch  2 | step  713 | lr 1.0000E-04 | Val Loss 0.22870 | Val Acc 0.83333 
2024-07-15 18:08:01.602393 | epoch  2 | step  714 | lr 1.0000E-04 | Val Loss 0.07871 | Val Acc 1.00000 
2024-07-15 18:08:01.684615 | epoch  2 | step  715 | lr 1.0000E-04 | Val Loss 0.03192 | Val Acc 1.00000 
2024-07-15 18:08:01.785168 | epoch  2 | step  716 | lr 1.0000E-04 | Val Loss 0.06943 | Val Acc 1.00000 
2024-07-15 18:08:01.893955 | epoch  2 | step  717 | lr 1.0000E-04 | Val Loss 0.04271 | Val Acc 1.00000 
2024-07-15 18:08:02.034156 | epoch  2 | step  718 | lr 1.0000E-04 | Val Loss 0.07599 | Val Acc 1.00000 
2024-07-15 18:08:02.148345 | epoch  2 | step  719 | lr 1.0000E-04 | Val Loss 0.18144 | Val Acc 0.83333 
2024-07-15 18:08:02.258668 | epoch  2 | step  720 | lr 1.0000E-04 | Val Loss 0.08457 | Val Acc 1.00000 
2024-07-15 18:08:02.406161 | epoch  2 | step  721 | lr 1.0000E-04 | Val Loss 0.03194 | Val Acc 1.00000 
2024-07-15 18:08:02.496699 | epoch  2 | step  722 | lr 1.0000E-04 | Val Loss 0.04032 | Val Acc 1.00000 
2024-07-15 18:08:02.577425 | epoch  2 | step  723 | lr 1.0000E-04 | Val Loss 0.06764 | Val Acc 1.00000 
2024-07-15 18:08:02.669369 | epoch  2 | step  724 | lr 1.0000E-04 | Val Loss 0.04440 | Val Acc 1.00000 
2024-07-15 18:08:02.771503 | epoch  2 | step  725 | lr 1.0000E-04 | Val Loss 0.37507 | Val Acc 0.83333 
2024-07-15 18:08:02.854055 | epoch  2 | step  726 | lr 1.0000E-04 | Val Loss 0.09627 | Val Acc 1.00000 
2024-07-15 18:08:02.934277 | epoch  2 | step  727 | lr 1.0000E-04 | Val Loss 0.23975 | Val Acc 0.83333 
2024-07-15 18:08:04.076124 | epoch  2 | step  728 | lr 1.0000E-04 | Val Loss 0.24258 | Val Acc 0.83333 
2024-07-15 18:08:04.277858 | epoch  2 | step  729 | lr 1.0000E-04 | Val Loss 0.08333 | Val Acc 1.00000 
2024-07-15 18:08:04.384368 | epoch  2 | step  730 | lr 1.0000E-04 | Val Loss 0.21083 | Val Acc 0.83333 
2024-07-15 18:08:04.462273 | epoch  2 | step  731 | lr 1.0000E-04 | Val Loss 0.17051 | Val Acc 0.83333 
2024-07-15 18:08:04.542095 | epoch  2 | step  732 | lr 1.0000E-04 | Val Loss 0.18435 | Val Acc 1.00000 
2024-07-15 18:08:04.631095 | epoch  2 | step  733 | lr 1.0000E-04 | Val Loss 0.05739 | Val Acc 1.00000 
2024-07-15 18:08:04.714783 | epoch  2 | step  734 | lr 1.0000E-04 | Val Loss 0.15217 | Val Acc 0.83333 
2024-07-15 18:08:04.786353 | epoch  2 | step  735 | lr 1.0000E-04 | Val Loss 0.00340 | Val Acc 1.00000 
2024-07-15 18:08:04.871281 Phase:val, Avg Loss:0.15077047049999237
2024-07-15 18:08:05.508555 | epoch  3 | step  740 | lr 1.0000E-04 | Train Loss 0.06564 | Train Acc 1.00000 
2024-07-15 18:08:06.702424 | epoch  3 | step  750 | lr 1.0000E-04 | Train Loss 0.04319 | Train Acc 1.00000 
2024-07-15 18:08:07.672235 | epoch  3 | step  760 | lr 1.0000E-04 | Train Loss 0.15352 | Train Acc 0.83333 
2024-07-15 18:08:08.697277 | epoch  3 | step  770 | lr 1.0000E-04 | Train Loss 0.11449 | Train Acc 1.00000 
2024-07-15 18:08:09.739107 | epoch  3 | step  780 | lr 1.0000E-04 | Train Loss 0.00971 | Train Acc 1.00000 
2024-07-15 18:08:10.815444 | epoch  3 | step  790 | lr 1.0000E-04 | Train Loss 0.42823 | Train Acc 0.83333 
2024-07-15 18:08:11.718670 | epoch  3 | step  800 | lr 1.0000E-04 | Train Loss 0.36559 | Train Acc 0.83333 
2024-07-15 18:08:12.787198 | epoch  3 | step  810 | lr 1.0000E-04 | Train Loss 0.12038 | Train Acc 1.00000 
2024-07-15 18:08:13.923791 | epoch  3 | step  820 | lr 1.0000E-04 | Train Loss 0.27224 | Train Acc 0.83333 
2024-07-15 18:08:14.749886 | epoch  3 | step  830 | lr 1.0000E-04 | Train Loss 0.01673 | Train Acc 1.00000 
2024-07-15 18:08:15.875049 | epoch  3 | step  840 | lr 1.0000E-04 | Train Loss 0.01385 | Train Acc 1.00000 
2024-07-15 18:08:16.932574 | epoch  3 | step  850 | lr 1.0000E-04 | Train Loss 0.00345 | Train Acc 1.00000 
2024-07-15 18:08:18.003377 | epoch  3 | step  860 | lr 1.0000E-04 | Train Loss 0.00632 | Train Acc 1.00000 
2024-07-15 18:08:19.155802 | epoch  3 | step  870 | lr 1.0000E-04 | Train Loss 0.34810 | Train Acc 0.83333 
2024-07-15 18:08:20.203538 | epoch  3 | step  880 | lr 1.0000E-04 | Train Loss 0.14857 | Train Acc 1.00000 
2024-07-15 18:08:21.228272 | epoch  3 | step  890 | lr 1.0000E-04 | Train Loss 0.07870 | Train Acc 1.00000 
2024-07-15 18:08:22.337089 | epoch  3 | step  900 | lr 1.0000E-04 | Train Loss 0.08910 | Train Acc 1.00000 
2024-07-15 18:08:23.429703 | epoch  3 | step  910 | lr 1.0000E-04 | Train Loss 0.12613 | Train Acc 1.00000 
2024-07-15 18:08:24.387704 | epoch  3 | step  920 | lr 1.0000E-04 | Train Loss 0.00658 | Train Acc 1.00000 
2024-07-15 18:08:25.407840 | epoch  3 | step  930 | lr 1.0000E-04 | Train Loss 0.00711 | Train Acc 1.00000 
2024-07-15 18:08:26.639379 | epoch  3 | step  940 | lr 1.0000E-04 | Train Loss 0.11204 | Train Acc 1.00000 
2024-07-15 18:08:27.599360 | epoch  3 | step  950 | lr 1.0000E-04 | Train Loss 0.01666 | Train Acc 1.00000 
2024-07-15 18:08:28.752429 | epoch  3 | step  960 | lr 1.0000E-04 | Train Loss 0.02262 | Train Acc 1.00000 
2024-07-15 18:08:29.772858 | epoch  3 | step  970 | lr 1.0000E-04 | Train Loss 0.02366 | Train Acc 1.00000 
2024-07-15 18:08:30.834617 | epoch  3 | step  980 | lr 1.0000E-04 | Train Loss 0.43140 | Train Acc 0.66667 
2024-07-15 18:08:31.839465 | epoch  3 | step  990 | lr 1.0000E-04 | Train Loss 0.02533 | Train Acc 1.00000 
2024-07-15 18:08:32.874846 | epoch  3 | step 1000 | lr 1.0000E-04 | Train Loss 0.38443 | Train Acc 0.83333 
2024-07-15 18:08:34.019371 | epoch  3 | step 1010 | lr 1.0000E-04 | Train Loss 0.03183 | Train Acc 1.00000 
2024-07-15 18:08:35.125222 | epoch  3 | step 1020 | lr 1.0000E-04 | Train Loss 0.01749 | Train Acc 1.00000 
2024-07-15 18:08:36.213131 | epoch  3 | step 1030 | lr 1.0000E-04 | Train Loss 0.01964 | Train Acc 1.00000 
2024-07-15 18:08:37.372263 | epoch  3 | step 1040 | lr 1.0000E-04 | Train Loss 0.01534 | Train Acc 1.00000 
2024-07-15 18:08:38.427892 | epoch  3 | step 1050 | lr 1.0000E-04 | Train Loss 0.01067 | Train Acc 1.00000 
2024-07-15 18:08:39.511372 | epoch  3 | step 1060 | lr 1.0000E-04 | Train Loss 0.01772 | Train Acc 1.00000 
2024-07-15 18:08:40.558463 Phase:train, Avg Loss:0.141959086060524
2024-07-15 18:08:42.054761 | epoch  3 | step 1070 | lr 1.0000E-04 | Val Loss 0.19574 | Val Acc 0.83333 
2024-07-15 18:08:42.119912 | epoch  3 | step 1071 | lr 1.0000E-04 | Val Loss 0.34747 | Val Acc 0.66667 
2024-07-15 18:08:42.199301 | epoch  3 | step 1072 | lr 1.0000E-04 | Val Loss 0.16303 | Val Acc 0.83333 
2024-07-15 18:08:42.316791 | epoch  3 | step 1073 | lr 1.0000E-04 | Val Loss 0.40084 | Val Acc 0.66667 
2024-07-15 18:08:42.438260 | epoch  3 | step 1074 | lr 1.0000E-04 | Val Loss 0.02466 | Val Acc 1.00000 
2024-07-15 18:08:42.530777 | epoch  3 | step 1075 | lr 1.0000E-04 | Val Loss 0.12378 | Val Acc 1.00000 
2024-07-15 18:08:42.602179 | epoch  3 | step 1076 | lr 1.0000E-04 | Val Loss 0.48419 | Val Acc 0.66667 
2024-07-15 18:08:42.702160 | epoch  3 | step 1077 | lr 1.0000E-04 | Val Loss 0.16965 | Val Acc 0.83333 
2024-07-15 18:08:42.784987 | epoch  3 | step 1078 | lr 1.0000E-04 | Val Loss 0.42624 | Val Acc 0.83333 
2024-07-15 18:08:42.858180 | epoch  3 | step 1079 | lr 1.0000E-04 | Val Loss 0.34244 | Val Acc 0.83333 
2024-07-15 18:08:42.937757 | epoch  3 | step 1080 | lr 1.0000E-04 | Val Loss 0.76349 | Val Acc 0.66667 
2024-07-15 18:08:43.017645 | epoch  3 | step 1081 | lr 1.0000E-04 | Val Loss 0.45791 | Val Acc 0.83333 
2024-07-15 18:08:43.074128 | epoch  3 | step 1082 | lr 1.0000E-04 | Val Loss 0.05437 | Val Acc 1.00000 
2024-07-15 18:08:43.148103 | epoch  3 | step 1083 | lr 1.0000E-04 | Val Loss 0.02352 | Val Acc 1.00000 
2024-07-15 18:08:43.206845 | epoch  3 | step 1084 | lr 1.0000E-04 | Val Loss 0.05367 | Val Acc 1.00000 
2024-07-15 18:08:43.262692 | epoch  3 | step 1085 | lr 1.0000E-04 | Val Loss 0.03335 | Val Acc 1.00000 
2024-07-15 18:08:43.325484 | epoch  3 | step 1086 | lr 1.0000E-04 | Val Loss 0.14078 | Val Acc 1.00000 
2024-07-15 18:08:43.584561 | epoch  3 | step 1087 | lr 1.0000E-04 | Val Loss 0.43424 | Val Acc 0.83333 
2024-07-15 18:08:44.539631 | epoch  3 | step 1088 | lr 1.0000E-04 | Val Loss 0.13596 | Val Acc 1.00000 
2024-07-15 18:08:44.648076 | epoch  3 | step 1089 | lr 1.0000E-04 | Val Loss 0.65309 | Val Acc 0.66667 
2024-07-15 18:08:44.734123 | epoch  3 | step 1090 | lr 1.0000E-04 | Val Loss 0.04737 | Val Acc 1.00000 
